titulo,articulo,fecha,autor,url,categoria
Más de 50 mil personas y 15 comparsas en el carnaval de Sayula,"De acuerdo a la presidenta de Sayula, Jazmín Carrión fueron más de 50 mil personas y 15 comparsas, las que participaron en el desfile de comparsas en el municipio.

La presidenta municipal Jazmín Carrión Calvario calificó de positiva la respuesta de la gente en este desfile, así como el desempeño de cada comparsa participante, procedentes de municipios como Zapotlán el Grande, Tuxpan, Tamazula además de las locales.

“Recibimos muchísimos visitantes de afuera y por supuesto los locales que no pueden faltar a esta gran fiesta, de hecho tenemos muchísima gente, yo podría decir que más que otras ocasiones y eso me da mucho gusto. Entonces pues es un gusto que estén participando de esta fiesta y que cada vez sea más grande.”

Y es que la ciudadanía también dijo sentirse satisfecha con este desfile de comparsas, entre la diversión y la euforia así lo relataron.

“Pues hasta ahorita muy excelente, todo muy bien. Aquí andamos al 100 con toda la raza, excelente, excelente.”

Fotografía: Guillermo Tovar

Por su parte la presidenta municipal resaltó la importancia de este carnaval que tiene mas de 100 años de historia, uno de los mas antiguos de la región, por lo que invitó a la ciudadanía a visitar el municipio el resto del año para conocer más tradiciones.

“Sí, claro, ya más de 100 años que tenemos con esta bonita tradición y sigue para mucho tiempo más. Sayula tiene mucho que ofrecerle al turismo Tiene mucho que ofrecer a nuestros visitantes, por supuesto también a la gente de aquí que siempre nos acompañan en todos estos eventos, que nos visiten, que disfruten de este carnaval.”

En cuanto a los resultados del concurso de comparsas fueron los siguientes; en la categoría infantil:

En la categoría de la tercera edad Blanca Nieves de Tuxpan obtuvo el tercer puesto, En el Mar Todo es Felicidad de Sayula el segundo y Bailando al ritmo de los años fueron los ganadores, mientras que en la categoría libre Carrusel de Unicornios de Armeria, Colima se llevó el tercer lugar, Juguetes con Sabor a México de Ciudad Guzmán se quedó con el segundo lugar y Colombia: Un Encanto de Colores de Armeria, Colima fueron los ganadores de esta edición.

Verificentro abarrotado y hasta dos horas de espera, realidades en Zapotlán el Grande

Astros de Jalisco refuerza su roster de cara a la nueva temporada

Astros de Jalisco visitan Zapotlán para sembrar la pasión del deporte en nuevas generaciones

Secretarías del Estado visitan la Laguna de Zapotlán para evaluar su situación ambiental

Sader visita Laguna de Zapotlán y encuentra problema de contaminación

En 2024, Zapotlán registró 244 agresiones de perros

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

Sader visita Laguna de Zapotlán y encuentra problema de contaminación

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán",,Guillermo Tovar,https://udgtv.com/noticias/mas-de-50-mil-personas-y-15-comparsas-en-el-carnaval/260435,Zapotlán el Grande
El Criadero |16 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

¡Este lunes en El Criadero de Radio UDG Ciudad Guzmán, recibimos a Miguel Amezquita para platicar sobre los cuidados que debemos tener al visitar parques y zonas naturales de nuestra región, especialmente cuando salimos acompañados de nuestras mascotas.

Hoy hablaremos sobre el *Parque Nacional Volcán Nevado de Colima* , el *Parque Los Ocotillos* y el *Parque Ecológico Las Peñas* , compartiendo tips para disfrutar de estos espacios de manera responsable y segura.

¡Sintoniza y acompáñanos!

#ElCriadero #CuidadoDeMascotas #ParquesNaturales #VolcanNevadoDeColima #LosOcotillos #LasPeñas #CiudadGuzmán #Conservación #AmigosDeLaNaturaleza #CulturaYNaturaleza

El Criadero |13 de Enero del 2025

El Criadero |30 de Diciembre del 2024

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

XP |12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/el-criadero-16-de-diciembre-del-2024/258904,Zapotlán el Grande
Señal Informativa |20 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Persisten estafas en internet para agendar citas de pasaportes en Zapotlán el Grande.

Aumenta en un 4 por ciento el costo de los pasaportes en Zapotlán el Grande.

Entregan 42 certificados parcelarios y 24 copias de títulos de propiedad a ciudadanos de Zapotlán el Grande.

Del PT a Morena: cambio político en Zapotlán el Grande.

Señal Informativa |17 de Enero del 2025

Señal Informativa |16 de Enero del 2025

Señal Informativa |15 de Enero del 2025

Señal Informativa |14 de Enero del 2025

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Señal Informativa |30 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-20-de-enero-del-2025/260001,Zapotlán el Grande
Planeta Diversidad | 13 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

El Tecolote Canta | 09 de Diciembre 2024

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Coloquio de los Perros | 06 de Diciembre 2024

Boreal | 06 de Diciembre del 2024

Aprender a Desaprender | 03 de Diciembre 2024

El Tecolote Canta | 02 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/planeta-diversidad-13-de-diciembre-del-2024/255504,Zapotlán el Grande
Tren al Sur | 12 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Señal Informativa |12 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024

Puros Cuentos, Puros Comics |10 de Diciembre 2024

Policromía | 10 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tren-al-sur-12-de-diciembre-2024/255825,Zapotlán el Grande
Sader visita Laguna de Zapotlán y encuentra problema de contaminación,"Zapotlán el Grande, Jalisco.

Existe un gran problema de azolve en la laguna de Zapotlán el Grande; autoridades estatales pretenden crear proyecto para su solución.

Durante la visita de la Secretaría de Agricultura y Desarrollo Rural de Jalisco a la laguna de Zapotlán, encontraron un grave problema de contaminación, además de que el agua ya no sigue su flujo como debería, aunado a los arrastres de las deforestaciones en la zona, así lo explicó Eduardo Ron Ramos secretario de la SADER.

“Bueno, vemos un problema mayor, vemos muy azolvado, muy contaminado aguas abajo, que ya no está corriendo el agua, con un problema de contaminación en la laguna, eso es lo que vemos de primera instancia y sí, obviamente con unos rastres por la deforestación que hay alrededor, tremenda, entonces, sí nos gustaría esperarnos para poder nosotros platicarle las acciones que tendremos como secretaría hasta no tener un proyecto ejecutivo, sentarnos con la Secretaría del Agua que encabeza el secretario Ernesto Marroquín, con Gustavo Figueroa que encabeza la dirección de Conagua en Jalisco”

Por este motivo dijo que trabajarán en conjunto con la CONAGUA y la Secretaría de Gestión del Agua del estado para plantear algún proyecto que solucione esta problemática.

“A ver, el principal articulador de este tema es tema del agua, no es de la Secretaría de Agricultura, pero nos sumaremos a sus esfuerzos porque al final del día son secretarías hermanas y tenemos que trabajar en conjunto, pero sí, la rectoría de este gran proyecto tiene que ser a partir de la Secretaría del Agua y de Conagua y nosotros sumaremos a sus esfuerzos.”

Eduardo Ramos comentó que iniciarán con un estudio para determinar las acciones a tomar en primera instancia.

“Yo les quiero decir y sintetizar que las acciones bajo la rectoría de una planeación, de un estudio, de cómo le vamos a hacer, acordar dando siempre con los expertos que nos lleven de las manos. Cuentan con la Secretaria de Agricultura y Desarrollo Rural para poner a las órdenes todos los esfuerzos para empezar e iniciar, no sé cómo le se pueda llamar, a empezar a remediar este gran problema que tenemos en Zapotlán el Grande.”

Astros de Jalisco refuerza su roster de cara a la nueva temporada

Astros de Jalisco visitan Zapotlán para sembrar la pasión del deporte en nuevas generaciones

En 2024, Zapotlán registró 244 agresiones de perros

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán

Rehabilitación de drenaje y apoyo a la educación destacan en tercer informe de Gobierno en Tuxpan",,Guillermo Tovar,https://udgtv.com/noticias/sader-visita-laguna-de-zapotlan-y-encuentra-contaminacion/259310,Zapotlán el Grande
Señal Informativa |30 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Jalisco exportó para el evento de Súper Bowl en Estados Unidos, alrededor de 17 mil toneladas de aguacate.

Agua y vapor brotan del suelo en Zacoalco; autoridades descartan riesgos sismológicos.

El gobierno municipal de Tuxpan enfrenta deuda de casi 40 millones de pesos ante el SAT y CONAGUA.

Continúa la recepción de trabajos para el Concurso Nacional de Cuento Juan José Arreola 2025.

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025

Señal Informativa |20 de Enero del 2025

Señal Informativa |17 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-30-de-enero-del-2025/260094,Zapotlán el Grande
Aprender a Desaprender | 11 de Febrero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Boreal | 21 de Febrero del 2025

Boreal | 14 de Febrero del 2025

Boreal | 07 de Febrero del 2025

Boreal | 31 de Enero del 2025

Señal Informativa |31 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/aprender-a-desaprender-11-de-febrero-2025/264336,Zapotlán el Grande
Señal Informativa |06 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-06-de-enero-del-2025/260148,Zapotlán el Grande
Mueren 3 trabajadores de bacheo de la SIOP tras volcadura en San Gabriel,"Ciudad Guzmán, Jalisco.

Luego del accidente ocurrido en la Carretera Estatal 429 Ciudad Guzmán - El Grullo a la altura aproximadamente del Km. 82, en Sayulapan municipio de San Gabriel, trasladarán a uno de los heridos en estado grave, en helicóptero de la Policía Estatal al Hospital Civil en la ciudad de Guadalajara.

Fotografía: Isabel González

De acuerdo a información de Protección Civil del Estado en el accidente viajaban 8 personas, de las cuales tres fallecieron en el lugar, uno lesionado policontundido leve y 5 fueron trasladadas a la Clínica del IMSS en Ciudad Guzmán.

De estos, debido a su estado crítico de salud, uno de ellos fue trasladado en el helicóptero del Gobierno del Estado.

Fotografía: Isabel González

El vehículo de carga pesada que participó en el accidente y los lesionados son trabajadores de la Secretaría de Infraestructura y Obra Pública (SIOP).

De acuerdo a las primeras versiones, el vehículo de carga pesada transportaba material para bacheo y se quedó sin frenos, impactando en el paredón.

- Trasladan herido -

Trasladan en un helicóptero de la policía estatal con Personal de SAMU a uno de los heridos en el accidente de la carretera estatal Ciudad Guzmán - El Grullo.

El estado de salud del paciente se reporta como grave por neumotorax a tensión, es decir, por pulmón colapsado, por este motivo se traslada al Hospital Civil de Guadalajara

Es un hombre de 37 años de edad del municipio de Sayula.

De esta manera son 3 los fallecidos, 3 más permanecen en la Clínica del IMSS, uno trasladado a Guadalajara y uno que no requirió atención médica.

El helicóptero aterrizó en el Centro Universitario del Sur y en el traslado apoyó protección civil del Municipio de Gómez Farías, así como la Unidad Interna de Protección Civil del CUSur.

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Preparatoria Regional de Zapotiltic celebra 31 años con conferencia de Trinidad Padilla López

Liderazgo y visión, requisitos obligados para la o el próximo Rector General de la UdeG: Trinidad Padilla

Señal Informativa |22 de Octubre del 2024

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán

Puros Cuentos, Puros Comics |22 de Octubre 2024

Vida CUSur | 22 de Octubre del 2024

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

”El oficio de construir"", documental homenaje a Raúl Padilla, llega a la Prepa de Zapotiltic

Zapotiltic abre administración con deudas y recorta nómina

Reforma catastral y más de 35 MDP en ingresos, el logro de la administración saliente en Tamazula

Mazamitla prevé recuperación y 100% de ocupación en Fiestas Patrias

Lecciones de un periodista: Omar García comparte las 10 cosas que debes saber al cursar esta carrera

Falta de oxígeno y luz solar causa muerte de peces en presa de Tapalpa

Tras presión ante la SEP, garantizan rehabilitación de escuela en tres semanas

Por obra en escuela, cumplen un año sin clases presenciales; padres toman delegación de la SEP",,Ana Isabel González García,https://udgtv.com/noticias/mueren-3-trabajadores-de-bacheo-de-la-siop-tras-volcadura/246370,Zapotlán el Grande
